table,target,n,n_own,n_par,n_chi,r2_own,r2_parent,r2_child,corpus,db,r2_own_c,r2_parent_c,r2_child_c,parent_lift,child_lift
table_3,feature_8,1044,11,12,40,0.9522662838856484,0.9593751946763804,0.9522767205183508,rdbpfn,large_woGNN/dag_rdb_506,0.9522662838856484,0.9593751946763804,0.9522767205183508,0.007108910790732059,1.0436632702393034e-05
table_2,feature_2,1096,11,0,40,0.0576548091092864,,-0.0196259383122208,rdbpfn,large_woGNN/dag_rdb_506,0.0576548091092864,,-0.0196259383122208,,-0.0772807474215072
table_6,feature_10,1360,11,13,0,0.5797675891272296,0.7950870970882764,,rdbpfn,large_woGNN/dag_rdb_506,0.5797675891272296,0.7950870970882764,,0.21531950796104682,
table_0,feature_0,1032,13,0,129,0.3636490796033257,,0.364474401677047,rdbpfn,large_woGNN/dag_rdb_507,0.3636490796033257,,0.364474401677047,,0.0008253220737212685
table_5,feature_20,1241,23,16,0,-0.0855840679820882,-0.0879951774340632,,rdbpfn,large_woGNN/dag_rdb_507,-0.0855840679820882,-0.0879951774340632,,-0.0024111094519749937,
table_5,feature_6,1241,23,16,0,-0.1841587079729507,-0.1652069765933113,,rdbpfn,large_woGNN/dag_rdb_507,-0.1841587079729507,-0.1652069765933113,,0.018951731379639403,
table_1,feature_8,1147,11,0,83,0.8593433117606293,,0.8604892926020669,rdbpfn,large_woGNN/dag_rdb_508,0.8593433117606293,,0.8604892926020669,,0.0011459808414375772
table_2,feature_8,1012,11,12,0,0.4864326759969154,0.6026546571882239,,rdbpfn,large_woGNN/dag_rdb_508,0.4864326759969154,0.6026546571882239,,0.11622198119130844,
table_1,feature_4,1147,11,0,83,0.9461187673436028,,0.9338708862642408,rdbpfn,large_woGNN/dag_rdb_508,0.9461187673436028,,0.9338708862642408,,-0.012247881079362033
table_0,feature_18,2887,20,0,40,0.1559106347573297,,0.1442914206180214,rdbpfn,large_woGNN/dag_rdb_509,0.1559106347573297,,0.1442914206180214,,-0.011619214139308304
table_1,feature_8,1774,11,21,43,0.7851617059185336,0.7171358080658,0.784852840616568,rdbpfn,large_woGNN/dag_rdb_509,0.7851617059185336,0.7171358080658,0.784852840616568,-0.06802589785273361,-0.0003088653019656107
table_3,feature_10,4000,15,14,0,-0.0653320798230472,-0.0392288718408029,,rdbpfn,large_woGNN/dag_rdb_509,-0.0653320798230472,-0.0392288718408029,,0.026103207982244303,
table_1,feature_6,4000,11,0,73,0.3197388944018938,,0.3137580415726883,rdbpfn,large_woGNN/dag_rdb_510,0.3197388944018938,,0.3137580415726883,,-0.0059808528292055185
table_0,feature_2,1234,12,0,73,-0.0471824886948042,,-0.0627861777637301,rdbpfn,large_woGNN/dag_rdb_510,-0.0471824886948042,,-0.0627861777637301,,-0.015603689068925904
table_0,feature_8,1234,12,0,73,-0.1752763681607796,,-0.1439656793606138,rdbpfn,large_woGNN/dag_rdb_510,-0.1752763681607796,,-0.1439656793606138,,0.0313106888001658
table_1,feature_16,1032,16,0,43,0.264323883386667,,0.2503430332615377,rdbpfn,large_woGNN/dag_rdb_511,0.264323883386667,,0.2503430332615377,,-0.01398085012512934
table_2,feature_4,1017,11,29,0,0.8300145118470167,0.7906724477456846,,rdbpfn,large_woGNN/dag_rdb_511,0.8300145118470167,0.7906724477456846,,-0.03934206410133212,
table_1,feature_8,1032,16,0,43,0.9482186285822156,,0.9479506384168318,rdbpfn,large_woGNN/dag_rdb_511,0.9482186285822156,,0.9479506384168318,,-0.0002679901653838135
table_1,feature_10,1000,11,12,0,0.7005438949935336,0.6607310894996621,,rdbpfn,large_woGNN/dag_rdb_512,0.7005438949935336,0.6607310894996621,,-0.03981280549387156,
table_1,feature_6,1000,11,12,0,0.416683640102105,0.383698162929132,,rdbpfn,large_woGNN/dag_rdb_512,0.416683640102105,0.383698162929132,,-0.03298547717297301,
table_0,feature_10,1000,11,0,40,-0.2808190267458648,,-0.2070544384578885,rdbpfn,large_woGNN/dag_rdb_512,-0.2808190267458648,,-0.2070544384578885,,0.07376458828797627
table_0,feature_4,1628,11,0,43,0.7253853657611669,,0.6846369125902878,rdbpfn,large_woGNN/dag_rdb_513,0.7253853657611669,,0.6846369125902878,,-0.04074845317087905
table_1,feature_0,2198,14,0,43,0.151408140670174,,0.1661303764470925,rdbpfn,large_woGNN/dag_rdb_513,0.151408140670174,,0.1661303764470925,,0.014722235776918502
table_0,feature_8,1628,11,0,43,0.8469157522846884,,0.8133535295751928,rdbpfn,large_woGNN/dag_rdb_513,0.8469157522846884,,0.8133535295751928,,-0.033562222709495604
table_1,feature_4,1866,11,15,40,0.4550239498302582,0.4482867415359682,0.435212814493999,rdbpfn,large_woGNN/dag_rdb_514,0.4550239498302582,0.4482867415359682,0.435212814493999,-0.006737208294289976,-0.019811135336259167
table_1,feature_0,1866,11,15,40,-0.0171496370313219,-0.0422439240621006,0.0900951375971734,rdbpfn,large_woGNN/dag_rdb_514,-0.0171496370313219,-0.0422439240621006,0.0900951375971734,-0.0250942870307787,0.1072447746284953
table_0,feature_6,4000,14,0,40,0.9412019795354584,,0.9411563183076423,rdbpfn,large_woGNN/dag_rdb_514,0.9412019795354584,,0.9411563183076423,,-4.5661227816018446e-05
table_0,feature_16,1082,21,0,141,0.8713604125079769,,0.8549045060109159,rdbpfn,large_woGNN/dag_rdb_515,0.8713604125079769,,0.8549045060109159,,-0.016455906497060968
table_0,feature_12,1082,21,0,141,0.7731914432448532,,0.7311977954628285,rdbpfn,large_woGNN/dag_rdb_515,0.7731914432448532,,0.7311977954628285,,-0.041993647782024746
table_0,feature_8,1082,21,0,141,0.7527000478252264,,0.7240134191794853,rdbpfn,large_woGNN/dag_rdb_515,0.7527000478252264,,0.7240134191794853,,-0.02868662864574112
table_0,feature_14,2364,19,0,52,-0.0381616172188814,,-0.023098349153303,rdbpfn,large_woGNN/dag_rdb_516,-0.0381616172188814,,-0.023098349153303,,0.015063268065578402
table_1,feature_0,2770,17,0,52,0.6801870720107196,,0.6633332667421468,rdbpfn,large_woGNN/dag_rdb_516,0.6801870720107196,,0.6633332667421468,,-0.01685380526857283
table_2,feature_12,2450,14,38,0,0.5479857622383499,0.5649427242256835,,rdbpfn,large_woGNN/dag_rdb_516,0.5479857622383499,0.5649427242256835,,0.01695696198733354,
table_0,feature_18,2268,22,0,150,-0.1545090070713473,,-0.1058634617030613,rdbpfn,large_woGNN/dag_rdb_517,-0.1545090070713473,,-0.1058634617030613,,0.048645545368286
table_5,feature_10,1325,11,35,70,0.1870405222886346,0.2768018098162097,0.2097568630040844,rdbpfn,large_woGNN/dag_rdb_517,0.1870405222886346,0.2768018098162097,0.2097568630040844,0.08976128752757512,0.022716340715449784
table_6,feature_18,1867,21,12,70,-0.124518781678941,-0.1303634550692005,-0.1146434338137498,rdbpfn,large_woGNN/dag_rdb_517,-0.124518781678941,-0.1303634550692005,-0.1146434338137498,-0.0058446733902595,0.009875347865191189
table_2,feature_10,1606,17,32,0,0.9771240495444066,0.9759892872106858,,rdbpfn,large_woGNN/dag_rdb_518,0.9771240495444066,0.9759892872106858,,-0.0011347623337207846,
table_1,feature_0,2691,11,19,61,0.9081587832300412,0.9057154227365154,0.908314624826958,rdbpfn,large_woGNN/dag_rdb_518,0.9081587832300412,0.9057154227365154,0.908314624826958,-0.0024433604935257813,0.0001558415969168392
table_0,feature_0,4000,18,0,101,0.6573960937984142,,0.6566242149577487,rdbpfn,large_woGNN/dag_rdb_518,0.6573960937984142,,0.6566242149577487,,-0.0007718788406655408
table_1,feature_4,1866,11,0,138,-0.1377422360676881,,-0.1274716445283781,rdbpfn,large_woGNN/dag_rdb_519,-0.1377422360676881,,-0.1274716445283781,,0.010270591539310009
table_6,feature_12,1327,18,42,110,0.211839639132658,0.1248744701224631,0.1546205894167303,rdbpfn,large_woGNN/dag_rdb_519,0.211839639132658,0.1248744701224631,0.1546205894167303,-0.0869651690101949,-0.0572190497159277
table_9,feature_10,1000,11,22,0,0.1862960735286969,0.1352165752545824,,rdbpfn,large_woGNN/dag_rdb_519,0.1862960735286969,0.1352165752545824,,-0.05107949827411451,
table_2,feature_4,1000,11,12,0,0.5427338113228009,0.5024876115001309,,rdbpfn,large_woGNN/dag_rdb_520,0.5427338113228009,0.5024876115001309,,-0.04024619982266997,
table_1,feature_2,1191,11,12,0,-0.1203852629080157,-0.0586248479839228,,rdbpfn,large_woGNN/dag_rdb_520,-0.1203852629080157,-0.0586248479839228,,0.0617604149240929,
table_0,feature_0,1276,11,0,80,-0.2826706855224228,,-0.086287611394493,rdbpfn,large_woGNN/dag_rdb_520,-0.2826706855224228,,-0.086287611394493,,0.19638307412792982
table_2,feature_22,2330,22,20,0,0.9665389306363716,0.9640489839063568,,rdbpfn,large_woGNN/dag_rdb_521,0.9665389306363716,0.9640489839063568,,-0.0024899467300147915,
table_0,feature_14,1763,19,0,134,0.4017453930586708,,0.402991844726785,rdbpfn,large_woGNN/dag_rdb_521,0.4017453930586708,,0.402991844726785,,0.0012464516681142124
table_1,feature_6,1807,18,20,0,-0.2277053295308839,-0.2138846534690806,,rdbpfn,large_woGNN/dag_rdb_521,-0.2277053295308839,-0.2138846534690806,,0.013820676061803316,
table_2,feature_0,1301,16,26,0,-0.1395330853293983,-0.1881436801721363,,rdbpfn,large_woGNN/dag_rdb_522,-0.1395330853293983,-0.1881436801721363,,-0.048610594842738025,
table_2,feature_4,1301,16,26,0,-0.1487420264073575,-0.1334736296458234,,rdbpfn,large_woGNN/dag_rdb_522,-0.1487420264073575,-0.1334736296458234,,0.015268396761534103,
table_2,feature_14,1301,16,26,0,-0.1938480806121429,-0.1843662764386355,,rdbpfn,large_woGNN/dag_rdb_522,-0.1938480806121429,-0.1843662764386355,,0.009481804173507385,
table_1,feature_6,1000,11,16,0,-0.1576598515381089,-0.1901743079944735,,rdbpfn,large_woGNN/dag_rdb_523,-0.1576598515381089,-0.1901743079944735,,-0.03251445645636458,
table_2,feature_0,1000,11,16,0,0.5059318785451347,0.488339655149506,,rdbpfn,large_woGNN/dag_rdb_523,0.5059318785451347,0.488339655149506,,-0.01759222339562866,
table_2,feature_8,1000,11,16,0,0.891589332721809,0.893032413447387,,rdbpfn,large_woGNN/dag_rdb_523,0.891589332721809,0.893032413447387,,0.001443080725578083,
table_0,feature_4,1869,11,0,40,0.1578902153660233,,0.1618911551573074,rdbpfn,large_woGNN/dag_rdb_524,0.1578902153660233,,0.1618911551573074,,0.004000939791284103
table_0,feature_6,1869,11,0,40,0.055697989742388,,0.0483552426016441,rdbpfn,large_woGNN/dag_rdb_524,0.055697989742388,,0.0483552426016441,,-0.007342747140743899
table_0,feature_2,1869,11,0,40,0.3578739159568009,,0.3690225173479028,rdbpfn,large_woGNN/dag_rdb_524,0.3578739159568009,,0.3690225173479028,,0.011148601391101909
table_0,feature_10,1379,22,0,119,0.7084377879603139,,0.7024860932524021,rdbpfn,large_woGNN/dag_rdb_525,0.7084377879603139,,0.7024860932524021,,-0.005951694707911792
table_3,feature_12,4000,20,42,0,0.8310328240878414,0.8340412962772099,,rdbpfn,large_woGNN/dag_rdb_525,0.8310328240878414,0.8340412962772099,,0.003008472189368505,
table_3,feature_4,4000,20,42,0,0.6101210923597089,0.6278295846103985,,rdbpfn,large_woGNN/dag_rdb_525,0.6101210923597089,0.6278295846103985,,0.0177084922506896,
table_1,feature_4,1727,11,12,0,0.3971973949997199,0.5643394084882951,,rdbpfn,large_woGNN/dag_rdb_526,0.3971973949997199,0.5643394084882951,,0.16714201348857521,
table_0,feature_2,2518,11,0,104,-0.0645047487149668,,-0.0707125311356589,rdbpfn,large_woGNN/dag_rdb_526,-0.0645047487149668,,-0.0707125311356589,,-0.006207782420692101
table_2,feature_12,4000,19,12,0,0.9123948799032942,0.9109970952095436,,rdbpfn,large_woGNN/dag_rdb_526,0.9123948799032942,0.9109970952095436,,-0.0013977846937505145,
table_2,feature_0,2156,11,22,79,-0.0917002358675569,-0.108241397438203,-0.0688820371219387,rdbpfn,large_woGNN/dag_rdb_527,-0.0917002358675569,-0.108241397438203,-0.0688820371219387,-0.0165411615706461,0.022818198745618204
table_4,feature_0,2317,11,17,79,-0.2134937594753185,-0.2434952540547048,-0.147868996926636,rdbpfn,large_woGNN/dag_rdb_527,-0.2134937594753185,-0.2434952540547048,-0.147868996926636,-0.03000149457938628,0.06562476254868252
table_6,feature_20,1980,22,39,0,0.1700392021862838,0.1888439738377066,,rdbpfn,large_woGNN/dag_rdb_527,0.1700392021862838,0.1888439738377066,,0.018804771651422802,
table_1,feature_8,1181,11,19,0,-0.2601482551089,-0.2891785537780456,,rdbpfn,large_woGNN/dag_rdb_528,-0.2601482551089,-0.2891785537780456,,-0.029030298669145582,
table_0,feature_14,1157,18,0,40,0.1461611750434479,,0.1808620278356678,rdbpfn,large_woGNN/dag_rdb_528,0.1461611750434479,,0.1808620278356678,,0.034700852792219905
table_0,feature_8,1157,18,0,40,0.1163550693230526,,0.0530840147269704,rdbpfn,large_woGNN/dag_rdb_528,0.1163550693230526,,0.0530840147269704,,-0.0632710545960822
table_1,feature_4,1153,11,12,0,0.8202947829965782,0.8033785857097364,,rdbpfn,large_woGNN/dag_rdb_529,0.8202947829965782,0.8033785857097364,,-0.016916197286841794,
table_1,feature_2,1153,11,12,0,0.3935224341932002,0.3491412422824642,,rdbpfn,large_woGNN/dag_rdb_529,0.3935224341932002,0.3491412422824642,,-0.04438119191073603,
table_0,feature_2,1102,11,0,80,0.6935719437074424,,0.6459620540054694,rdbpfn,large_woGNN/dag_rdb_529,0.6935719437074424,,0.6459620540054694,,-0.047609889701972996
table_2,feature_2,1284,11,12,40,0.9854868078213948,0.9881113810731124,0.985367688445684,rdbpfn,large_woGNN/dag_rdb_530,0.9854868078213948,0.9881113810731124,0.985367688445684,0.00262457325171761,-0.00011911937571074116
table_2,feature_8,1284,11,12,40,0.8785863363833997,0.8732532278905101,0.8784735889828625,rdbpfn,large_woGNN/dag_rdb_530,0.8785863363833997,0.8732532278905101,0.8784735889828625,-0.005333108492889593,-0.00011274740053712762
table_2,feature_0,1284,11,12,40,0.0035988018058663,0.0714382208024108,0.0049182585000486,rdbpfn,large_woGNN/dag_rdb_530,0.0035988018058663,0.0714382208024108,0.0049182585000486,0.0678394189965445,0.0013194566941822999
table_0,feature_14,1451,15,0,80,0.8266082521381567,,0.8137244576426943,rdbpfn,large_woGNN/dag_rdb_531,0.8266082521381567,,0.8137244576426943,,-0.012883794495462397
table_2,feature_4,1000,11,16,0,0.1201568898303808,0.1452525483660262,,rdbpfn,large_woGNN/dag_rdb_531,0.1201568898303808,0.1452525483660262,,0.025095658535645396,
table_2,feature_0,1000,11,16,0,-0.1976284335257747,0.0922910290757164,,rdbpfn,large_woGNN/dag_rdb_531,-0.1976284335257747,0.0922910290757164,,0.2899194626014911,
table_1,feature_6,1680,11,14,0,0.9493751834272544,0.9577830497849922,,rdbpfn,large_woGNN/dag_rdb_532,0.9493751834272544,0.9577830497849922,,0.008407866357737825,
table_1,feature_0,1680,11,14,0,0.8284249230923414,0.9635947781915898,,rdbpfn,large_woGNN/dag_rdb_532,0.8284249230923414,0.9635947781915898,,0.1351698550992484,
table_0,feature_8,1782,13,0,40,0.1077748567637568,,0.0871527970078659,rdbpfn,large_woGNN/dag_rdb_532,0.1077748567637568,,0.0871527970078659,,-0.02062205975589089
table_6,feature_0,1030,15,13,0,-0.2394254899878436,-0.2225395175500941,,rdbpfn,large_woGNN/dag_rdb_533,-0.2394254899878436,-0.2225395175500941,,0.016885972437749502,
table_4,feature_8,1193,21,13,0,0.031458483861402,0.1425218994106699,,rdbpfn,large_woGNN/dag_rdb_533,0.031458483861402,0.1425218994106699,,0.1110634155492679,
table_2,feature_8,1000,11,16,299,0.8717779905972354,0.8773111639190296,0.8486635120197082,rdbpfn,large_woGNN/dag_rdb_533,0.8717779905972354,0.8773111639190296,0.8486635120197082,0.00553317332179426,-0.02311447857752713
results,laps,4000,7,8,0,0.3023544518851787,0.7020858579241631,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample1,0.3023544518851787,0.7020858579241631,,0.39973140603898444,
races,year,289,3,7,76,0.3060466310172596,0.5215234155249012,0.9653842215713996,reldiff,synthetic/rel-f1_ref35/RelDiff/sample1,0.3060466310172596,0.5215234155249012,0.9653842215713996,0.21547678450764163,0.65933759055414
constructor_standings,points,2951,2,6,0,0.8446721816469465,0.9388811722066036,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample1,0.8446721816469465,0.9388811722066036,,0.09420899055965715,
races,round,289,3,7,76,0.181504873867513,0.682736941818334,0.9158484011780847,reldiff,synthetic/rel-f1_ref35/RelDiff/sample2,0.181504873867513,0.682736941818334,0.9158484011780847,0.501232067950821,0.7343435273105717
constructor_standings,points,2951,2,6,0,0.8376435224000769,0.9283458010802476,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample2,0.8376435224000769,0.9283458010802476,,0.09070227868017067,
standings,points,4000,2,7,0,0.7927667817833265,0.9193713738106624,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample2,0.7927667817833265,0.9193713738106624,,0.12660459202733587,
results,number,3995,7,8,0,-0.0522171878777837,0.0552398185750965,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample3,-0.0522171878777837,0.0552398185750965,,0.1074570064528802,
results,points,4000,7,8,0,0.732985344371791,0.7472207750823114,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample3,0.732985344371791,0.7472207750823114,,0.01423543071052047,
constructor_standings,points,2951,2,6,0,0.8478385462126362,0.9394081698551332,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample3,0.8478385462126362,0.9394081698551332,,0.09156962364249699,
standings,position,4000,2,7,0,0.4501076670858134,0.7245726978386138,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample4,0.4501076670858134,0.7245726978386138,,0.2744650307528004,
results,number,3995,7,8,0,0.0055709077011786,0.0966790038350768,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample4,0.0055709077011786,0.0966790038350768,,0.0911080961338982,
results,position,2001,7,8,0,0.7623400991977811,0.748634217917096,,reldiff,synthetic/rel-f1_ref35/RelDiff/sample4,0.7623400991977811,0.748634217917096,,-0.013705881280685173,
VisitStream,IPID,4000,1,4,0,0.0409794538999171,0.0559297678225085,,reldiff,synthetic/rel-avito_ref35/RelDiff/sample1,0.0409794538999171,0.0559297678225085,,0.014950313922591399,
AdsInfo,CategoryID,4000,3,0,30,-0.021894696252575,,-0.0397124810388596,reldiff,synthetic/rel-avito_ref35/RelDiff/sample1,-0.021894696252575,,-0.0397124810388596,,-0.017817784786284596
PhoneRequestsStream,IPID,4000,1,4,0,0.1369239635903544,0.2162420526068318,,reldiff,synthetic/rel-avito_ref35/RelDiff/sample1,0.1369239635903544,0.2162420526068318,,0.07931808901647741,
Location,RegionID,1401,2,0,16,0.0106118860734417,,-0.0977707558556471,reldiff,synthetic/rel-avito_ref35/RelDiff/sample2,0.0106118860734417,,-0.0977707558556471,,-0.1083826419290888
VisitStream,IPID,4000,1,4,0,0.0247245134009563,0.0423792806498877,,reldiff,synthetic/rel-avito_ref35/RelDiff/sample2,0.0247245134009563,0.0423792806498877,,0.017654767248931398,
Location,CityID,1401,2,0,16,0.0189758573745845,,-0.1708757388803397,reldiff,synthetic/rel-avito_ref35/RelDiff/sample2,0.0189758573745845,,-0.1708757388803397,,-0.1898515962549242
AdsInfo,CategoryID,4000,3,0,30,-0.021894696252575,,-0.0242721377285179,reldiff,synthetic/rel-avito_ref35/RelDiff/sample3,-0.021894696252575,,-0.0242721377285179,,-0.0023774414759429006
PhoneRequestsStream,UserID,3999,1,4,0,-0.0345496151239095,0.0512861113125451,,reldiff,synthetic/rel-avito_ref35/RelDiff/sample3,-0.0345496151239095,0.0512861113125451,,0.0858357264364546,
Location,CityID,1401,2,0,16,0.0189758573745845,,-0.1237995342755042,reldiff,synthetic/rel-avito_ref35/RelDiff/sample3,0.0189758573745845,,-0.1237995342755042,,-0.1427753916500887
SearchInfo,UserID,3994,2,6,16,-0.0480576856338412,0.0177393180054834,-0.1045805711561695,reldiff,synthetic/rel-avito_ref35/RelDiff/sample4,-0.0480576856338412,0.0177393180054834,-0.1045805711561695,0.0657970036393246,-0.05652288552232831
SearchInfo,IPID,4000,2,6,16,0.042332410484446,0.104137660955458,-0.0218907669699373,reldiff,synthetic/rel-avito_ref35/RelDiff/sample4,0.042332410484446,0.104137660955458,-0.0218907669699373,0.061805250471012,-0.0642231774543833
VisitStream,IPID,4000,1,4,0,0.0181328048868831,0.051086751467863,,reldiff,synthetic/rel-avito_ref35/RelDiff/sample4,0.0181328048868831,0.051086751467863,,0.0329539465809799,
article,section_no,4000,20,0,10,0.996390376219209,,0.9950544179396336,reldiff,synthetic/rel-hm_ref35/RelDiff/sample1,0.996390376219209,,0.9950544179396336,,-0.0013359582795754443
article,graphical_appearance_no,4000,20,0,10,-0.0016764720641511,,-0.0016764682098504,reldiff,synthetic/rel-hm_ref35/RelDiff/sample1,-0.0016764720641511,,-0.0016764682098504,,3.854300699998939e-09
article,product_code,4000,20,0,10,0.1330704851068738,,0.1541306394579101,reldiff,synthetic/rel-hm_ref35/RelDiff/sample1,0.1330704851068738,,0.1541306394579101,,0.02106015435103631
transactions,price,4000,2,26,0,-0.008203850645698,0.5021289893341283,,reldiff,synthetic/rel-hm_ref35/RelDiff/sample2,-0.008203850645698,0.5021289893341283,,0.5103328399798263,
article,garment_group_no,4000,20,0,10,0.9937899391504696,,0.9926683194719852,reldiff,synthetic/rel-hm_ref35/RelDiff/sample2,0.9937899391504696,,0.9926683194719852,,-0.0011216196784844534
article,graphical_appearance_no,4000,20,0,10,-0.0016764720641511,,-0.0016763454079551,reldiff,synthetic/rel-hm_ref35/RelDiff/sample2,-0.0016764720641511,,-0.0016763454079551,,1.2665619600013035e-07
article,product_type_no,4000,20,0,10,0.8581709480676636,,0.8570659296932552,reldiff,synthetic/rel-hm_ref35/RelDiff/sample3,0.8581709480676636,,0.8570659296932552,,-0.0011050183744083508
article,garment_group_no,4000,20,0,10,0.9937899391504696,,0.9928542796639216,reldiff,synthetic/rel-hm_ref35/RelDiff/sample3,0.9937899391504696,,0.9928542796639216,,-0.0009356594865480572
article,colour_group_code,4000,20,0,10,0.986804711914934,,0.9862767529911776,reldiff,synthetic/rel-hm_ref35/RelDiff/sample3,0.986804711914934,,0.9862767529911776,,-0.0005279589237564553
article,garment_group_no,4000,20,0,10,0.9937899391504696,,0.992819512390296,reldiff,synthetic/rel-hm_ref35/RelDiff/sample4,0.9937899391504696,,0.992819512390296,,-0.0009704267601736705
article,section_no,4000,20,0,10,0.996390376219209,,0.995295330662807,reldiff,synthetic/rel-hm_ref35/RelDiff/sample4,0.996390376219209,,0.995295330662807,,-0.0010950455564020523
article,colour_group_code,4000,20,0,10,0.986804711914934,,0.9871864373152708,reldiff,synthetic/rel-hm_ref35/RelDiff/sample4,0.986804711914934,,0.9871864373152708,,0.00038172540033676317
designs,id,4000,12,0,46,-0.0337707345470106,,-0.0068897815403745,reldiff,synthetic/rel-trial_ref35/RelDiff/sample1,-0.0337707345470106,,-0.0068897815403745,,0.0268809530066361
outcome_analyses,dispersion_value,862,17,13,0,-0.1050748144601996,-0.0273438824137803,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample1,-0.1050748144601996,-0.0273438824137803,,0.0777309320464193,
outcome_analyses,outcome_id,4000,14,13,0,0.1595255408161183,0.3305111729373576,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample1,0.1595255408161183,0.3305111729373576,,0.1709856321212393,
outcome_analyses,ci_percent,3626,14,13,0,-0.0476024066549396,-0.0214553295927226,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample2,-0.0476024066549396,-0.0214553295927226,,0.026147077062217004,
outcome_analyses,param_value,3257,15,13,0,-0.0311117719517943,-0.0177277056934648,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample2,-0.0311117719517943,-0.0177277056934648,,0.0133840662583295,
outcome_analyses,dispersion_value,890,17,13,0,-0.1821395907368554,-0.1666021962923005,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample2,-0.1821395907368554,-0.1666021962923005,,0.015537394444554903,
outcome_analyses,ci_lower_limit,3152,15,13,0,-0.071858627133138,-0.0697934540699232,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample3,-0.071858627133138,-0.0697934540699232,,0.002065173063214798,
outcome_analyses,dispersion_value,855,17,13,0,-0.0698641446360268,-0.1117048496982149,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample3,-0.0698641446360268,-0.1117048496982149,,-0.041840705062188094,
designs,id,4000,12,0,46,-0.0234767793405998,,0.0219725866904266,reldiff,synthetic/rel-trial_ref35/RelDiff/sample3,-0.0234767793405998,,0.0219725866904266,,0.0454493660310264
outcome_analyses,ci_upper_limit,3129,15,13,0,-0.3241525032871233,-0.3996598780648621,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample4,-0.3241525032871233,-0.3996598780648621,,-0.07550737477773878,
outcome_analyses,dispersion_value,907,17,13,0,-0.316407439413527,-0.337353288677428,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample4,-0.316407439413527,-0.337353288677428,,-0.020945849263900973,
sponsors_studies,nct_id,4000,1,1,0,-0.0031790122538923,0.0155872223887946,,reldiff,synthetic/rel-trial_ref35/RelDiff/sample4,-0.0031790122538923,0.0155872223887946,,0.0187662346426869,
SearchInfo,IPID,4000,2,16,16,-0.0838284679504435,-0.1284104134398991,-0.1210513110048747,grdm,synthetic/rel-avito_ref35/sample0,-0.0838284679504435,-0.1284104134398991,-0.1210513110048747,-0.044581945489455585,-0.0372228430544312
UserInfo,UserAgentFamilyID,4000,7,0,32,0.7400351723459582,,0.7169002713393029,grdm,synthetic/rel-avito_ref35/sample0,0.7400351723459582,,0.7169002713393029,,-0.023134901006655273
Location,CityID,3512,4,0,35,0.0011955226802429,,-0.0942514821474347,grdm,synthetic/rel-avito_ref35/sample0,0.0011955226802429,,-0.0942514821474347,,-0.0954470048276776
VisitStream,IPID,3911,1,13,0,-0.065349092018117,-0.0863039515762067,,grdm,synthetic/rel-avito_ref35/sample1,-0.065349092018117,-0.0863039515762067,,-0.020954859558089692,
UserInfo,UserAgentFamilyID,1768,7,0,45,0.6927367752759235,,0.5737468682318223,grdm,synthetic/rel-avito_ref35/sample1,0.6927367752759235,,0.5737468682318223,,-0.11898990704410117
UserInfo,UserAgentID,1768,7,0,45,0.0915514609613697,,-0.0584502979347127,grdm,synthetic/rel-avito_ref35/sample1,0.0915514609613697,,-0.0584502979347127,,-0.1500017588960824
Location,RegionID,379,4,0,35,-0.2069153005198993,,-0.2248398135016558,grdm,synthetic/rel-avito_ref35/sample10,-0.2069153005198993,,-0.2248398135016558,,-0.017924512981756513
SearchStream,SearchDate,965,2,11,0,-0.0113747847673211,0.9977373609886624,,grdm,synthetic/rel-avito_ref35/sample10,-0.0113747847673211,0.9977373609886624,,1.0091121457559835,
Location,CityID,379,4,0,35,-0.0361405622124577,,-0.5732712896635364,grdm,synthetic/rel-avito_ref35/sample10,-0.0361405622124577,,-0.5732712896635364,,-0.5371307274510787
PhoneRequestsStream,PhoneRequestDate,996,1,13,0,-0.1121416243791899,-0.1881310469132853,,grdm,synthetic/rel-avito_ref35/sample100,-0.1121416243791899,-0.1881310469132853,,-0.07598942253409541,
SearchStream,SearchDate,772,2,11,0,-0.0063151846659661,0.997165101231706,,grdm,synthetic/rel-avito_ref35/sample100,-0.0063151846659661,0.997165101231706,,1.0034802858976721,
AdsInfo,Price,4000,2,8,29,-0.000291152365405,0.0753527219709838,0.0007948180333374,grdm,synthetic/rel-avito_ref35/sample100,-0.000291152365405,0.0753527219709838,0.0007948180333374,0.0756438743363888,0.0010859703987424001
