model,block,stream,head,deviation_l2
rdbpfn,4,feat,3,0.36332517276339305
rdbpfn,4,feat,4,0.4758874810610913
rdbpfn,4,feat,5,0.5558700749485981
rdbpfn,4,feat,6,0.4426562851341279
rdbpfn,4,feat,7,0.4986403332840512
rdbpfn,4,nbr,0,0.39247653367878677
rdbpfn,4,nbr,1,0.3577271158673602
rdbpfn,4,nbr,2,0.4036818239615034
rdbpfn,4,nbr,3,0.3979379617233917
rdbpfn,4,nbr,4,0.3147640379389682
rdbpfn,4,nbr,5,0.38149960088099655
rdbpfn,4,nbr,6,0.54925964740403
rdbpfn,4,nbr,7,0.3223396823060578
rdbpfn,5,col,0,0.494581707945978
rdbpfn,5,col,1,0.5271556872123397
rdbpfn,5,col,2,0.4735838461664409
rdbpfn,5,col,3,0.468858346735764
rdbpfn,5,col,4,0.5495438236384942
rdbpfn,5,col,5,0.468711525609655
rdbpfn,5,col,6,0.49741066333039674
rdbpfn,5,col,7,0.6127281352241855
rdbpfn,5,feat,0,0.466579753865863
rdbpfn,5,feat,1,0.37687335380903203
rdbpfn,5,feat,2,0.354227145608317
rdbpfn,5,feat,3,0.4639544635784614
rdbpfn,5,feat,4,0.376545455851588
rdbpfn,5,feat,5,0.48455760190346325
rdbpfn,5,feat,6,0.3366484576403191
rdbpfn,5,feat,7,0.369341921543521
rdbpfn,5,nbr,0,0.4654212017622429
rdbpfn,5,nbr,1,0.3687140836236941
rdbpfn,5,nbr,2,0.36728078083413107
rdbpfn,5,nbr,3,0.324900203980995
rdbpfn,5,nbr,4,0.4272738093514582
rdbpfn,5,nbr,5,0.3380846613039538
rdbpfn,5,nbr,6,0.35603605055253323
rdbpfn,5,nbr,7,0.372428748925808
rdbpfn,6,col,0,0.5239394524773503
rdbpfn,6,col,1,0.5652953780630047
rdbpfn,6,col,2,0.4845811497477007
rdbpfn,6,col,3,0.6154516593282082
rdbpfn,6,col,4,0.6421829591251782
rdbpfn,6,col,5,0.6505377605904258
rdbpfn,6,col,6,0.48042291523407676
rdbpfn,6,col,7,0.588038069589552
rdbpfn,6,feat,0,0.6965435253278323
rdbpfn,6,feat,1,0.4362066514768045
rdbpfn,6,feat,2,0.40048622757767205
rdbpfn,6,feat,3,0.4113035844073665
rdbpfn,6,feat,4,0.4526418235021835
rdbpfn,6,feat,5,0.4060809076971178
rdbpfn,6,feat,6,0.49807746082710025
rdbpfn,6,feat,7,0.4065067506959247
rdbpfn,6,nbr,0,0.29867595962178034
rdbpfn,6,nbr,1,0.28976865487097236
rdbpfn,6,nbr,2,0.4279021430541759
rdbpfn,6,nbr,3,0.34883258876528944
rdbpfn,6,nbr,4,0.3433020637211759
rdbpfn,6,nbr,5,0.41859159898721443
rdbpfn,6,nbr,6,0.35720428242977087
rdbpfn,6,nbr,7,0.42701529236117225
rdbpfn,7,col,0,0.48027996680873675
rdbpfn,7,col,1,0.49094255748914317
rdbpfn,7,col,2,0.513299428060529
rdbpfn,7,col,3,0.7034622668312868
rdbpfn,7,col,4,0.5244574218101195
rdbpfn,7,col,5,0.6196979096500671
rdbpfn,7,col,6,0.5563435414238938
rdbpfn,7,col,7,0.5680537549151663
rdbpfn,7,feat,0,0.43916789653082283
rdbpfn,7,feat,1,0.33483533478423205
rdbpfn,7,feat,2,0.35840457006711507
rdbpfn,7,feat,3,0.3957805540844521
rdbpfn,7,feat,4,0.44264591048095714
rdbpfn,7,feat,5,0.43498986383116633
rdbpfn,7,feat,6,0.3474995602889675
rdbpfn,7,feat,7,0.4815453818049377
rdbpfn,7,nbr,0,0.38104593647225626
rdbpfn,7,nbr,1,0.30541521978989683
rdbpfn,7,nbr,2,0.36293036168378356
rdbpfn,7,nbr,3,0.3883524353582959
rdbpfn,7,nbr,4,0.38050990332508844
rdbpfn,7,nbr,5,0.4030392824571782
rdbpfn,7,nbr,6,0.3796590965149214
rdbpfn,7,nbr,7,0.43655589108936155
rdbpfn,8,col,0,0.6348628277814413
rdbpfn,8,col,1,0.5620480914239944
rdbpfn,8,col,2,0.5972510488239651
rdbpfn,8,col,3,0.6457256968015215
rdbpfn,8,col,4,0.517955226994966
rdbpfn,8,col,5,0.5758150579912645
rdbpfn,8,col,6,0.5429224244945287
rdbpfn,8,col,7,0.5013356362710925
rdbpfn,8,feat,0,0.43373538616528
rdbpfn,8,feat,1,0.44245183797770965
rdbpfn,8,feat,2,0.47899694175206825
rdbpfn,8,feat,3,0.47627282328247156
rdbpfn,8,feat,4,0.4889354900419733
rdbpfn,8,feat,5,0.42059721423805024
rdbpfn,8,feat,6,0.4227931134219329
rdbpfn,8,feat,7,0.5014624962384957
rdbpfn,8,nbr,0,0.3232663511481697
rdbpfn,8,nbr,1,0.31370084529028797
rdbpfn,8,nbr,2,0.30497297643619015
rdbpfn,8,nbr,3,0.3680538397000261
rdbpfn,8,nbr,4,0.31359979102907165
rdbpfn,8,nbr,5,0.41183820272852273
rdbpfn,8,nbr,6,0.5665878777493429
rdbpfn,8,nbr,7,0.38134473538226493
rdbpfn,9,col,0,0.5906930045431524
rdbpfn,9,col,1,0.5817819131674375
rdbpfn,9,col,2,0.6171809660891641
rdbpfn,9,col,3,0.590525564648721
rdbpfn,9,col,4,0.598021330309685
rdbpfn,9,col,5,0.513092301484985
rdbpfn,9,col,6,0.5534756108252324
rdbpfn,9,col,7,0.6210059337793187
rdbpfn,9,feat,0,0.4374553070060267
rdbpfn,9,feat,1,0.38936699476325126
rdbpfn,9,feat,2,0.47224620892768526
rdbpfn,9,feat,3,0.4184951920619129
rdbpfn,9,feat,4,0.36629093567958204
rdbpfn,9,feat,5,0.46935760536928245
rdbpfn,9,feat,6,0.5144384089503474
rdbpfn,9,feat,7,0.39558314088797375
rdbpfn,9,nbr,0,0.32140495505881106
rdbpfn,9,nbr,1,0.39248520429933553
rdbpfn,9,nbr,2,0.4081960499529091
rdbpfn,9,nbr,3,0.3002057918141643
rdbpfn,9,nbr,4,0.3774782757437075
rdbpfn,9,nbr,5,0.5040369566613817
rdbpfn,9,nbr,6,0.3983405617054919
rdbpfn,9,nbr,7,0.29169967122612755
rdbpfn,10,col,0,0.5361586844172281
rdbpfn,10,col,1,0.44734274728178314
rdbpfn,10,col,2,0.5473629001204349
rdbpfn,10,col,3,0.5075156884986568
rdbpfn,10,col,4,0.539886918805471
rdbpfn,10,col,5,0.6276058768147533
rdbpfn,10,col,6,0.5982373208456082
rdbpfn,10,col,7,0.5350260471750313
rdbpfn,10,feat,0,0.4815730337529366
rdbpfn,10,feat,1,0.4399678077354396
rdbpfn,10,feat,2,0.3694200643854778
rdbpfn,10,feat,3,0.3902022840194246
rdbpfn,10,feat,4,0.35781048145307853
rdbpfn,10,feat,5,0.5192371446598133
rdbpfn,10,feat,6,0.6073968121672243
rdbpfn,10,feat,7,0.46951304160815277
rdbpfn,10,nbr,0,0.3471414472748186
rdbpfn,10,nbr,1,0.32730844484825194
rdbpfn,10,nbr,2,0.33055646647578013
rdbpfn,10,nbr,3,0.32461338270263396
rdbpfn,10,nbr,4,0.273618992109986
rdbpfn,10,nbr,5,0.24222549786431383
rdbpfn,10,nbr,6,0.3000924472127099
rdbpfn,10,nbr,7,0.405085487905774
rdbpfn,11,col,0,0.5108937499945959
rdbpfn,11,col,1,0.610078311025694
rdbpfn,11,col,2,0.5775818528651403
rdbpfn,11,col,3,0.5677132456826511
rdbpfn,11,col,4,0.5988435980881175
rdbpfn,11,col,5,0.5492221564923887
rdbpfn,11,col,6,0.5594420127846453
rdbpfn,11,col,7,0.6683629863558955
rdbpfn,11,feat,0,0.38677961660402227
rdbpfn,11,feat,1,0.5096136904435379
rdbpfn,11,feat,2,0.46912807873443163
rdbpfn,11,feat,3,0.48297370978443277
rdbpfn,11,feat,4,0.3707366429763293
rdbpfn,11,feat,5,0.4166890053920007
rdbpfn,11,feat,6,0.4223568822122395
rdbpfn,11,feat,7,0.5076505916417489
rdbpfn,11,nbr,0,0.32646788796235926
rdbpfn,11,nbr,1,0.27193817454280494
rdbpfn,11,nbr,2,0.26218971713848455
rdbpfn,11,nbr,3,0.4625623863099207
rdbpfn,11,nbr,4,0.27330362584946766
rdbpfn,11,nbr,5,0.3979497734019153
rdbpfn,11,nbr,6,0.2702083582732268
rdbpfn,11,nbr,7,0.30387139144972913
reldiff,0,col,0,0.4845481839829801
reldiff,0,col,1,0.4454692974441788
reldiff,0,col,2,0.520568922796254
reldiff,0,col,3,0.4923330538346587
reldiff,0,col,4,0.449779657884127
reldiff,0,col,5,0.5379247545150889
reldiff,0,col,6,0.5476649199328726
reldiff,0,col,7,0.4330217867649506
reldiff,0,feat,0,0.43243507272072473
reldiff,0,feat,1,0.4104364936375381
reldiff,0,feat,2,0.4587527157160025
reldiff,0,feat,3,0.5035163346693248
reldiff,0,feat,4,0.5628347394257038
reldiff,0,feat,5,0.40639378680720695
reldiff,0,feat,6,0.4406877637017575
reldiff,0,feat,7,0.46198941073910044
reldiff,0,nbr,0,0.76601601366717
reldiff,0,nbr,1,0.7251028863480622
reldiff,0,nbr,2,1.027616674917781
reldiff,0,nbr,3,0.7859709152413903
reldiff,0,nbr,4,0.7384728783467913
reldiff,0,nbr,5,0.7108295694104712
reldiff,0,nbr,6,0.772725847154975
reldiff,0,nbr,7,0.6587911463867668
reldiff,1,col,0,0.46624185174375005
reldiff,1,col,1,0.4369149660383354
reldiff,1,col,2,0.5125596511830494
reldiff,1,col,3,0.6280912663050866
reldiff,1,col,4,0.5113973372545524
reldiff,1,col,5,0.5743798886185527
reldiff,1,col,6,0.4935086302407254
reldiff,1,col,7,0.4293915292801071
reldiff,1,feat,0,0.5060974503488165
reldiff,1,feat,1,0.43638704930006
reldiff,1,feat,2,0.47804411019992177
reldiff,1,feat,3,0.416605569164755
reldiff,1,feat,4,0.4496078091817016
reldiff,1,feat,5,0.6471563747755322
reldiff,1,feat,6,0.48150912513855415
reldiff,1,feat,7,0.5524397695084552
reldiff,1,nbr,0,0.8601050570409717
reldiff,1,nbr,1,0.960355031641648
reldiff,1,nbr,2,0.7948956403222589
reldiff,1,nbr,3,0.6141342833351334
reldiff,1,nbr,4,0.8271779637206765
reldiff,1,nbr,5,0.6478043590481288
reldiff,1,nbr,6,0.7268236675324634
reldiff,1,nbr,7,0.6324690016022201
reldiff,2,col,0,0.47748515247995826
reldiff,2,col,1,0.4405475636338346
reldiff,2,col,2,0.5417780461714709
reldiff,2,col,3,0.49814204634357206
reldiff,2,col,4,0.5914946892473529
reldiff,2,col,5,0.5379766709838391
reldiff,2,col,6,0.44548422237957047
reldiff,2,col,7,0.5834021680244579
reldiff,2,feat,0,0.5566075365371183
reldiff,2,feat,1,0.4721177931500146
reldiff,2,feat,2,0.43139058634207805
reldiff,2,feat,3,0.46541253321222875
reldiff,2,feat,4,0.5050183396532455
reldiff,2,feat,5,0.41959949804942853
reldiff,2,feat,6,0.4903420333890604
reldiff,2,feat,7,0.4586873249849411
reldiff,2,nbr,0,0.8676083978131549
reldiff,2,nbr,1,0.6391487528553792
reldiff,2,nbr,2,0.6593220761831647
reldiff,2,nbr,3,0.7530444759042174
reldiff,2,nbr,4,0.7386398605033823
reldiff,2,nbr,5,0.612993230430529
reldiff,2,nbr,6,0.7331945641352684
reldiff,2,nbr,7,0.6834453639697402
reldiff,3,col,0,0.4876256546975899
reldiff,3,col,1,0.440269417793905
reldiff,3,col,2,0.5845212254943096
reldiff,3,col,3,0.5354844308727174
reldiff,3,col,4,0.49386721046723475
reldiff,3,col,5,0.6043033505187126
reldiff,3,col,6,0.4530997372030476
reldiff,3,col,7,0.5374835289050475
reldiff,3,feat,0,0.558650043958802
reldiff,3,feat,1,0.5503464413026296
reldiff,3,feat,2,0.4131714301774668
reldiff,3,feat,3,0.6128458889303452
reldiff,3,feat,4,0.5204119567210012
reldiff,3,feat,5,0.5568919099836958
reldiff,3,feat,6,0.614592689844343
reldiff,3,feat,7,0.6199694329800303
reldiff,3,nbr,0,0.7787150598880446
reldiff,3,nbr,1,0.7917607036170606
reldiff,3,nbr,2,0.8150494539872275
reldiff,3,nbr,3,0.8401483693036149
reldiff,3,nbr,4,0.6572800171016734
reldiff,3,nbr,5,0.6730026496265394
reldiff,3,nbr,6,0.8009663716774624
reldiff,3,nbr,7,0.6952434087565683
reldiff,4,col,0,0.5240203668943023
reldiff,4,col,1,0.5461614943985543
reldiff,4,col,2,0.5072833844255531
reldiff,4,col,3,0.4493960424604468
reldiff,4,col,4,0.5036003696250402
reldiff,4,col,5,0.557485252511937
reldiff,4,col,6,0.5365295922225252
reldiff,4,col,7,0.47697216350538874
reldiff,4,feat,0,0.6881805351647314
reldiff,4,feat,1,0.5251915848934152
reldiff,4,feat,2,0.5692467595135074
reldiff,4,feat,3,0.4770343156860382
reldiff,4,feat,4,0.6640711475258055
reldiff,4,feat,5,0.7171276145441562
reldiff,4,feat,6,0.5451959481330934
reldiff,4,feat,7,0.6999944720731174
reldiff,4,nbr,0,0.7060732753306598
reldiff,4,nbr,1,0.801520885257291
reldiff,4,nbr,2,0.7863537448323205
reldiff,4,nbr,3,0.6778196836313368
reldiff,4,nbr,4,0.6070110550887882
reldiff,4,nbr,5,0.7075591461274675
reldiff,4,nbr,6,0.6661097272692269
reldiff,4,nbr,7,0.6263646783829033
reldiff,5,col,0,0.48696474935401984
reldiff,5,col,1,0.5313949580031752
reldiff,5,col,2,0.5228998248141479
reldiff,5,col,3,0.4660033300333496
reldiff,5,col,4,0.4735034333324126
reldiff,5,col,5,0.511030868652249
reldiff,5,col,6,0.5474993003335602
reldiff,5,col,7,0.5500399541837472
reldiff,5,feat,0,0.5775967065749624
reldiff,5,feat,1,0.5064116486270734
reldiff,5,feat,2,0.5590507465255041
reldiff,5,feat,3,0.5554464346457998
reldiff,5,feat,4,0.6083803832435357
reldiff,5,feat,5,0.5206360006028855
reldiff,5,feat,6,0.4615072228952922
reldiff,5,feat,7,0.4530664891251415
reldiff,5,nbr,0,0.6533699016824612
reldiff,5,nbr,1,0.6824728304219898
reldiff,5,nbr,2,0.6021066161761072
reldiff,5,nbr,3,0.5890916108848437
reldiff,5,nbr,4,0.739910341667742
reldiff,5,nbr,5,0.6202902484813612
reldiff,5,nbr,6,0.6368282610090072
reldiff,5,nbr,7,0.850846505793256
reldiff,6,col,0,0.49490459851563107
reldiff,6,col,1,0.5739782471989756
reldiff,6,col,2,0.4952211684641372
reldiff,6,col,3,0.5503591736280695
reldiff,6,col,4,0.6206275701901787
reldiff,6,col,5,0.6390055505145101
reldiff,6,col,6,0.48477544690063784
reldiff,6,col,7,0.566005324828767
reldiff,6,feat,0,0.9220499220267965
reldiff,6,feat,1,0.6026242410804956
reldiff,6,feat,2,0.4725405969285014
reldiff,6,feat,3,0.6192222595548548
reldiff,6,feat,4,0.49893172703513633
reldiff,6,feat,5,0.5619178580910712
reldiff,6,feat,6,0.7279307034554235
reldiff,6,feat,7,0.4829372672251618
reldiff,6,nbr,0,0.5282802496085163
reldiff,6,nbr,1,0.5484651573521659
reldiff,6,nbr,2,0.8538657284376928
reldiff,6,nbr,3,0.6693227830656706
reldiff,6,nbr,4,0.7195046676753738
reldiff,6,nbr,5,0.7306426550149122
reldiff,6,nbr,6,0.7159883320170041
reldiff,6,nbr,7,0.7100210728422786
reldiff,7,col,0,0.4820949512352236
reldiff,7,col,1,0.48486603181948135
reldiff,7,col,2,0.4826974950162083
reldiff,7,col,3,0.6432950157303029
reldiff,7,col,4,0.4702270284403003
reldiff,7,col,5,0.5017459976391139
reldiff,7,col,6,0.5303935253953486
reldiff,7,col,7,0.5350684403684713
reldiff,7,feat,0,0.6503933256396794
reldiff,7,feat,1,0.4564826150259927
reldiff,7,feat,2,0.6195624085103689
reldiff,7,feat,3,0.6242240917469007
reldiff,7,feat,4,0.526777899885639
reldiff,7,feat,5,0.6095803355010503
reldiff,7,feat,6,0.5553189800047521
reldiff,7,feat,7,0.7575724064100806
reldiff,7,nbr,0,0.6817532531029781
reldiff,7,nbr,1,0.554805689295591
reldiff,7,nbr,2,0.6616397474974307
reldiff,7,nbr,3,0.6688924197705512
reldiff,7,nbr,4,0.7271506277456605
reldiff,7,nbr,5,0.6690519401050137
reldiff,7,nbr,6,0.7859487092904295
reldiff,7,nbr,7,1.030360542701062
reldiff,8,col,0,0.6707309863747182
reldiff,8,col,1,0.5937206486926049
reldiff,8,col,2,0.5984365303265756
reldiff,8,col,3,0.6498792745965445
reldiff,8,col,4,0.5999104678886062
reldiff,8,col,5,0.5335069705888509
reldiff,8,col,6,0.5370081719508387
reldiff,8,col,7,0.4844413892563765
reldiff,8,feat,0,0.7416400144954858
reldiff,8,feat,1,0.6995792791388453
reldiff,8,feat,2,0.6753196159395652
reldiff,8,feat,3,0.6224932886914712
reldiff,8,feat,4,0.7075061888980103
reldiff,8,feat,5,0.7009941662193289
reldiff,8,feat,6,0.6255628108127587
reldiff,8,feat,7,0.7513006822957551
reldiff,8,nbr,0,0.4614668530143413
reldiff,8,nbr,1,0.5738752985832819
reldiff,8,nbr,2,0.4985274109719777
reldiff,8,nbr,3,0.6272066768238621
reldiff,8,nbr,4,0.48691554002350224
reldiff,8,nbr,5,0.5534960819366743
reldiff,8,nbr,6,0.6113748684888631
reldiff,8,nbr,7,0.6151867197138954
reldiff,9,col,0,0.5769808214393114
reldiff,9,col,1,0.5794478887758825
reldiff,9,col,2,0.6262325293184602
reldiff,9,col,3,0.594094932273855
reldiff,9,col,4,0.5847276308334206
reldiff,9,col,5,0.5580759749875367
reldiff,9,col,6,0.5408024350645648
reldiff,9,col,7,0.6633665477062549
reldiff,9,feat,0,0.7160726001170692
reldiff,9,feat,1,0.6076565071609592
reldiff,9,feat,2,0.8675881310941801
reldiff,9,feat,3,0.5920088706187621
reldiff,9,feat,4,0.45142405344448766
reldiff,9,feat,5,0.6651061692179079
reldiff,9,feat,6,0.7348722134170869
reldiff,9,feat,7,0.516840063036389
reldiff,9,nbr,0,0.5015472002755972
reldiff,9,nbr,1,0.5222862736023215
reldiff,9,nbr,2,0.5487809551236701
reldiff,9,nbr,3,0.560909144208173
reldiff,9,nbr,4,0.4890802750388932
reldiff,9,nbr,5,0.5327844443164218
reldiff,9,nbr,6,0.5854118166597612
reldiff,9,nbr,7,0.46526567960741955
reldiff,10,col,0,0.48906800401046246
reldiff,10,col,1,0.5627095871782746
reldiff,10,col,2,0.631186524471538
reldiff,10,col,3,0.508870050643769
reldiff,10,col,4,0.5300111209629316
reldiff,10,col,5,0.6031727850963734
reldiff,10,col,6,0.5754643217595354
reldiff,10,col,7,0.618251863605029
reldiff,10,feat,0,0.6706778817600259
reldiff,10,feat,1,0.7508615571894186
reldiff,10,feat,2,0.7370105131287783
reldiff,10,feat,3,0.580960091335787
reldiff,10,feat,4,0.6385597632230857
reldiff,10,feat,5,0.5601508572583532
reldiff,10,feat,6,0.8009521302052771
reldiff,10,feat,7,0.7529471428773693
reldiff,10,nbr,0,0.47237629126266034
reldiff,10,nbr,1,0.5797624692482721
reldiff,10,nbr,2,0.38737927967494323
reldiff,10,nbr,3,0.43587705900752327
reldiff,10,nbr,4,0.39855070469388015
reldiff,10,nbr,5,0.3207226226910696
reldiff,10,nbr,6,0.38579969339637876
reldiff,10,nbr,7,0.5568893512702594
reldiff,11,col,0,0.6208599298229165
reldiff,11,col,1,0.6622109180556331
reldiff,11,col,2,0.6799039359072837
reldiff,11,col,3,0.6504288510381396
reldiff,11,col,4,0.7198782467261331
reldiff,11,col,5,0.6184556162023025
reldiff,11,col,6,0.6479794567788278
reldiff,11,col,7,0.7025407774678674
reldiff,11,feat,0,0.5694251669422284
reldiff,11,feat,1,0.590525630887252
reldiff,11,feat,2,0.9673715444055283
reldiff,11,feat,3,0.5081455495709561
reldiff,11,feat,4,0.5845043903553871
reldiff,11,feat,5,0.6150244884635839
reldiff,11,feat,6,0.6143508258499216
reldiff,11,feat,7,1.0429501835459927
reldiff,11,nbr,0,0.34798276494891983
reldiff,11,nbr,1,0.34416049321872905
reldiff,11,nbr,2,0.3087976180646098
reldiff,11,nbr,3,0.34543855424730113
reldiff,11,nbr,4,0.33094186182452595
reldiff,11,nbr,5,0.34943643746720243
reldiff,11,nbr,6,0.3493413323863792
reldiff,11,nbr,7,0.3939745677020092
